entity_text,label,count
B.C. 112,scope,1
B.C. 112,work,1
B.C 87,scope,1
"B.C.     44, iii.",scope,1
Jupiter Olympius,pers,1
Jupiter Stator,pers,1
Juppiter,pers,1
Justinus,pers,1
Aurelian,pers,1
Augusta,pers,1
Augustus Caesar,pers,1
Auli filius,pers,1
Autokleides,work,1
Autokratôr,pers,1
Automatia,loc,1
Automatia,pers,1
Autricum,work,1
Aurelius Cotta,pers,1
Aurunculeius,pers,1
Horns,work,1
Atropateni,work,1
Atta Claudius,pers,1
Attaleia,loc,1
Attalus,loc,1
Attalus Philadelphus,pers,1
Atteis,pers,1
Attes,pers,1
Autokleides,pers,1
Kaunus,loc,1
Karneius,pers,1
Karystus,pers,1
Kassandrea.,pers,1
Karanus,pers,1
Kardia,loc,1
Kardians,pers,1
Attika,pers,1
Kalydonian,pers,1
Kallippides,pers,1
Kallippus,work,1
Kallaeschrus,pers,1
Kassandreia,pers,1
Kastor,pers,1
Kataonia,work,1
Kaulonia,loc,1
Autocthones,pers,1
Aulus Pompeius,pers,1
Karmania,pers,1
Karmania.,loc,1
Kaphyæ,pers,1
Kappadokia,loc,1
Kappadokia,work,1
Kar.,work,1
Hyrcanian,loc,1
Hypania,loc,1
Hyperboreans,pers,1
Hypsichidas,pers,1
Hypsikrates,pers,1
"Iber,",pers,1
Autocrator,pers,1
Autocrator,work,1
"I., ii",scope,1
"I., iv.",scope,1
Hyrodes.,pers,1
Hysiæ,loc,1
Hythe,loc,1
Hædui,pers,1
Hypsikratia,pers,1
Hyrcania,loc,1
Hortensia,pers,1
Hortensius.,pers,1
Hæmus,pers,1
Hêbê,pers,1
"I, 45",scope,1
I.,scope,1
I.  [18,scope,1
"I.,",scope,1
Athonodorus,pers,1
Athene Itonis,pers,1
Athenian,loc,1
Atheniensiumque,pers,1
Aug.,pers,1
Aug.,work,1
"Aug. 16, 1746",scope,1
Augarus,pers,1
Kings,pers,1
Kings',work,1
Kind,pers,1
King Archon,pers,1
King Juba,work,1
Kilikians,pers,1
Killes,work,1
Kimmerian,loc,1
Kerameikus,work,1
Keramicus,work,1
Kepais,pers,1
Kaunus,work,1
Kelainæ,loc,1
Kelænæ,loc,1
Kelænæ,pers,1
King Philip,loc,1
Karamania,loc,1
Karamania,work,1
Karanus,loc,1
Kerasunt,loc,1
Kerasus,loc,1
Keraunian,pers,1
Keraunian,work,1
Kerberus,pers,1
Hyacinthia,work,1
Horns,loc,1
Aufidus,loc,1
Aufidus,pers,1
Atteus,pers,1
Kerkina,loc,1
Kerkina,pers,1
Kerkinitis,pers,1
Hymen,pers,1
Hydras,pers,1
Hydrea,loc,1
Hydrea,pers,1
Hostilii,pers,1
House of Commons,work,1
Humboldt,pers,1
Hyacinthia,loc,1
Hither,work,1
Hoche,pers,1
Holies,pers,1
Hydrographique,work,1
Hydrum,loc,1
Hydrum,pers,1
Hygieia,loc,1
Hyle,loc,1
August,pers,1
Attiliis,pers,1
Atys,work,1
Holzmann,pers,1
Hook-nosed,work,1
Historia,work,1
Historical Memoirs,work,1
Historique,work,1
Kleonides,pers,1
Astyanax,pers,1
Assus,loc,1
Assus,pers,1
Assyrians,loc,1
Assyrians,pers,1
Astakus,loc,1
Astarte,pers,1
Kius,loc,1
Klion,pers,1
Knacion,pers,1
Knidus,loc,1
Kleænetus,pers,1
Klimax,loc,1
Klimax,pers,1
Kleomenes.,pers,1
Kizil Ermak,pers,1
Klarius,loc,1
Klarius,pers,1
Klaros,pers,1
Klazomenae,loc,1
Kissousa,pers,1
Kithæron,work,1
Kitium,pers,1
Kerêssus,loc,1
Key,pers,1
Kleitoria,pers,1
Kleitorians,pers,1
Kleitorid,pers,1
Klenze,pers,1
"Kius,",pers,1
Kiz,loc,1
Kolchis,loc,1
Kolchis,pers,1
Kolias,loc,1
Kollytus,pers,1
B.C. 73,work,1
B.C. 74,work,1
B.C. 67,work,1
B.C. 69,scope,1
Kolophon,loc,1
Kolophonians,work,1
Komias,pers,1
Komias',pers,1
Komius,pers,1
Konius,pers,1
Koinus,pers,1
Kolchi,work,1
Atius Balbus,pers,1
Athens',loc,1
Athesis,work,1
Kora,pers,1
Kordylion,pers,1
Kore,pers,1
Korkyna,pers,1
Korkyne,pers,1
Atlantis,loc,1
Atlantis,work,1
Atlantis',work,1
Atlas,pers,1
Atreus,pers,1
Atropatene,loc,1
Athos,pers,1
Atiso,pers,1
"Knot,",work,1
Knowledge,work,1
Koenus,pers,1
Kraneium,loc,1
Kranium,pers,1
Krannon,pers,1
Krannon.,loc,1
Kranon,loc,1
Hoplite,work,1
Hoplites.,work,1
Horace Walpole,pers,1
Holy,work,1
Holy Mount,work,1
Kolonis,pers,1
Knossus,loc,1
Knossus,pers,1
Hippodromios,pers,1
Horat,pers,1
Horat,work,1
Horatius Flaccus,pers,1
Hordeonius Flaccus,pers,1
Horeomosium,pers,1
Hoplias,pers,1
Hoplias,work,1
B.C. 69,work,1
B.C. 70,date,1
B.C. 71,scope,1
B.C. 63,work,1
B.C. 64 or 63,scope,1
Hippo Regius,pers,1
Hippocoon,pers,1
Hippocrates,pers,1
Athamania,loc,1
Athen,loc,1
Athen.,pers,1
Astypalæa,pers,1
Asylum,loc,1
Hierapolis,loc,1
Hieron,pers,1
Hierophant,pers,1
Ktesium,pers,1
Kronos,loc,1
Ascoli,loc,1
Asculani,work,1
Asculum,pers,1
Asculum,work,1
Asculum.,loc,1
Aternus,loc,1
Korragus,pers,1
Kur,loc,1
Kur,pers,1
Kurdistan,work,1
Kybernesia,pers,1
Kybernesia,work,1
Krypteia,pers,1
Ktesium,loc,1
Krantor,pers,1
Korrhæus,pers,1
Kos,pers,1
"Kos,",pers,1
Kosis,pers,1
Kossæans,pers,1
Kossæi,pers,1
Koroneia,loc,1
Astronomers,pers,1
Astura,pers,1
Astyages,pers,1
Krimesus,loc,1
Kyrene,loc,1
Kyrrhestis,loc,1
Kyrrhestis,pers,1
Kynoskephalae,loc,1
Hippokrates',pers,1
B.C. 486,scope,1
B.C. 49,date,1
B.C. 406,scope,1
B.C. 43 (,scope,1
B.C. 439,scope,1
Atargatis,pers,1
Atellius,pers,1
Histoire des,work,1
Hipponium,pers,1
Hipposthenidas,pers,1
Hipposthenides,pers,1
Hippês,pers,1
Hirrus,pers,1
Hispalis,loc,1
Hippokoon,pers,1
Hestiæa,pers,1
Hesychius,pers,1
Hexapylon,work,1
Hexapylon.,work,1
Hidrieus,pers,1
Hidrilus,pers,1
Hispaniae,loc,1
Hispaniensi,work,1
Hiketas,pers,1
Hill.,work,1
Hiempsal,pers,1
Kynosarges,work,1
Kydnus,pers,1
Kylarabis,loc,1
Kyllarabis,pers,1
Kyllarabis,work,1
B.C. 84,work,1
B.C. 86,scope,1
Hermann,pers,1
Hermes,loc,1
Hippeis,pers,1
Hieræ,pers,1
Hietae,work,1
Hietæ,pers,1
Kyme,pers,1
BRIBERY,pers,1
Babuke,pers,1
B.C. 92,scope,1
B.C. 93,scope,1
B.C. 94,scope,1
B.C. 95,scope,1
B.C. 83,work,1
Kynoskephalæ,pers,1
Kynoskephalæ,work,1
Kynossema,pers,1
Kynægyrus,pers,1
Kynægyrus,work,1
Kypselus,pers,1
Kyllarabium,work,1
Kylon,loc,1
Asia Minor,pers,1
Asia Minor,work,1
Asiatics,pers,1
Asiaticus,loc,1
L. Cinna,pers,1
L. Cornelius,pers,1
Kænum,loc,1
Kænum,pers,1
Aspendus,pers,1
Asphaltum,pers,1
Aspis,pers,1
Assia,pers,1
Assia,work,1
Asopus,loc,1
Asopus,work,1
Asia Minor,loc,1
L. Crassus,pers,1
L. Cæsar,pers,1
L. Apuleius,pers,1
L. Aurelius Cotta,pers,1
L. Calpurnius,pers,1
Article,work,1
Artorius,pers,1
Aspendus,loc,1
L. Junius Paciacus,pers,1
L. Licinius,pers,1
L. Manilius,pers,1
L. Marcius Censorinus,pers,1
L. Mummius,pers,1
L. Cornelius Scipio,pers,1
L. Cornelius Sisenna,pers,1
L. Cornelius Sulla,pers,1
Lacinium,loc,1
Lacinium,pers,1
Laconian,loc,1
Laconica,loc,1
Lacedæmonium,pers,1
Lacetani,pers,1
Arpi,loc,1
Arpino,loc,1
L. Quintius',pers,1
L. Scipio,pers,1
L. Sergius Catilina,pers,1
L. Statius,pers,1
L. Statius Marcus,pers,1
Ladder.,work,1
Ladokea,pers,1
Lagous,pers,1
L. Varinus,pers,1
L. consul,work,1
LXIII.,scope,1
LXXIV,scope,1
LXXVI.,scope,1
L. Munatius Plancus,pers,1
L. Octavius,pers,1
L. Philippus,pers,1
Kænum,work,1
Kôs,pers,1
L.,work,1
L. Afranius,pers,1
LXXXII,scope,1
La,loc,1
La,work,1
Laborde,pers,1
B.C. 98,scope,1
Asbolomeni,pers,1
Ascalon,pers,1
Artorius Marcus,pers,1
Artäuktes,pers,1
Aruveni,work,1
"Aruveni,",pers,1
Arvenni,pers,1
Hermionians,loc,1
Hermionic,pers,1
B.C. 66,work,1
"B.C. 57,",scope,1
B.C. 61,work,1
B.C. 96,scope,1
B.C. 97,scope,1
B.C. 97,work,1
Heptachalkum,pers,1
Heptastadion,pers,1
Heracles,pers,1
Heraea,pers,1
Hestiaea,loc,1
Hestiaea,pers,1
Hermæ,pers,1
Herod,pers,1
Arpino,pers,1
Arverni,work,1
Asander,pers,1
Bacchus',pers,1
Bacchylides,pers,1
Bacchylides,work,1
Herakleium,work,1
Heptachalkum,loc,1
Laurium,pers,1
Laurus,work,1
Laverna,loc,1
Lattamyas,pers,1
Laughter,work,1
Laurentum,loc,1
Larissam,pers,1
Lars,pers,1
Lamia.,work,1
Lakia,loc,1
Lakiadas,work,1
Lakiadæ,work,1
Lakon,pers,1
Lakrateides,pers,1
Lauria,loc,1
Laurians,pers,1
Langon,loc,1
Langon,pers,1
Laodicea,pers,1
Laodicea,work,1
Lamakus,pers,1
Lamartine,pers,1
Lambinus,pers,1
Lame,work,1
Arvenni,work,1
Artemius,pers,1
Arthmiadas,pers,1
Arthmiades,pers,1
Lacinia,pers,1
Lacedæmonians,work,1
Langhorne,work,1
Langobriga,pers,1
Lege,work,1
Leges,pers,1
Laws,work,1
Learning,pers,1
Lebadea,pers,1
Arimanios,pers,1
Arimanius,pers,1
Arimi,pers,1
Legibus,work,1
Legæ,work,1
Leipzig,loc,1
Lemnos,pers,1
Lechæum,pers,1
Lectures on the History of,work,1
Leda,pers,1
Legati,pers,1
Arrianus,pers,1
Arrius,pers,1
Latins,pers,1
Laodiceia,pers,1
Laodikæa,pers,1
Lapithæ,pers,1
Leges,work,1
Legg,work,1
Larymna,loc,1
Larymna,pers,1
Arsis,pers,1
Artauktes,pers,1
Arsakidæ,work,1
Arsian Grove,pers,1
Arsinœ,pers,1
Arsis,loc,1
Armenians,pers,1
Armilustrium,work,1
Armilustrum,pers,1
Aristænus,pers,1
Aristæus,pers,1
Arius,pers,1
Ariæus,pers,1
Aristotelian,pers,1
Bakius,pers,1
Bal,loc,1
Bactria,pers,1
Bactrians,pers,1
Baebius,pers,1
Baetica,pers,1
Baetis,pers,1
Bagdad,loc,1
Herculeius,pers,1
B.C. 87,work,1
B.C. 78,date,1
B.C. 79,date,1
"B.C. 79, ii",scope,1
B.C. 8,scope,1
Bagradas,work,1
Baiæ,pers,1
Armenia,pers,1
Hercynii,work,1
Here,loc,1
Herakles',pers,1
Herakleum,pers,1
Heraklês,pers,1
Heralds,pers,1
Herculaneum,loc,1
Helplessness,loc,1
Helvetian,pers,1
Heliopolis,pers,1
Helisson,pers,1
Hell.,pers,1
Hell.,work,1
Herculeæ,pers,1
Leon,loc,1
Henares,work,1
Hennas,work,1
Henningsen,pers,1
Helvetians,pers,1
Helvidius Priscus,pers,1
Hemathion,work,1
Hellen.,loc,1
Hellespontus,loc,1
Leontini,loc,1
Leontis,loc,1
Leontokophalos,pers,1
Hedylium,pers,1
Hegesias,pers,1
Hemsterhuis,pers,1
Henarea,pers,1
Henares,pers,1
Aristoxenes,pers,1
Lebadeia,pers,1
Laverna,work,1
Lavernalis,pers,1
Lavici,pers,1
Lavinius,pers,1
Leopoldus,pers,1
Leptis,pers,1
Library,work,1
Libræ,work,1
Liburni,work,1
Liburnian,pers,1
Lexicon Rei Numariæ,work,1
Liber,pers,1
Liberator,work,1
Libertini,pers,1
Leucadian,work,1
Lerna,pers,1
Lesbos,work,1
Lesché,pers,1
Less,loc,1
Liberty,loc,1
Liberty,pers,1
Libitina,pers,1
Leucas,pers,1
Leukadia,loc,1
Leukadian,work,1
Leukadians,pers,1
Leukanis,pers,1
Lesser,work,1
Letter,work,1
Letter to,work,1
Lentulus Marcellinus,pers,1
Lentulus Spinther.,pers,1
Lentulus Sura,pers,1
Leukaspids,pers,1
Leukaspids,work,1
Leukonoe,loc,1
Leuktra,pers,1
Leucas,loc,1
Licinii Luculli,pers,1
Licinii Luculli,work,1
Licinius Cossus,pers,1
Licinius Murena,pers,1
Libyê,loc,1
Libyôn,work,1
Licinia,work,1
Argyraspides,pers,1
Leuktron,pers,1
Level,loc,1
Lex Annalis,work,1
Licinius Philonicus,pers,1
Liege,loc,1
Lieut.-Col.,work,1
Life,scope,1
Licinii Crassi,pers,1
Arethusa,pers,1
Aristokrites,pers,1
Aristokritus,pers,1
Ariobarzanes.,pers,1
Ariomardus,pers,1
Lex Voconia,work,1
Leuktra.,loc,1
Leuktron,loc,1
Libertinus,pers,1
Libertus,work,1
Lex Aurelia,work,1
Lex Cornelia,work,1
Lex Sacrata,work,1
Lex Sempronia,work,1
Arginusae,loc,1
Aretas,pers,1
Hebrus,work,1
Ariadnes,pers,1
Ariaeus,pers,1
Arginusæ,pers,1
Argives,work,1
Arevaci,pers,1
Argens,work,1
Argenteus,work,1
Hektor,pers,1
Helen,loc,1
Heidelberg,loc,1
Heinrichs,pers,1
Hekaline,pers,1
Hekalus,pers,1
Hekataeus,pers,1
Hebrews,pers,1
Halææ,pers,1
Helena,loc,1
Helepolis,pers,1
Helikon,loc,1
Helikus,loc,1
Helikus,pers,1
Hekatombæon,pers,1
Hektemori,pers,1
Hampden,pers,1
Hampton,pers,1
Hannibal.,pers,1
Halykus,pers,1
Halys,work,1
Halæ,loc,1
Halæae,loc,1
Halæan,pers,1
Longimanus,pers,1
Longinus,scope,1
Lokris,pers,1
"Lokris,",work,1
Lollius Marcus,pers,1
London,work,1
Locri,work,1
Loibethra,pers,1
Lindus,pers,1
Lingones,pers,1
Life of Cæsar,work,1
Ligario,pers,1
Ligustines,pers,1
Ligustines,work,1
Lilybaeum,loc,1
Longhand,pers,1
Lippe,work,1
Lipsius,pers,1
Liris,loc,1
Liris,pers,1
Lilybæum,pers,1
Limnus,work,1
Lincoln,pers,1
Lindus,loc,1
Licinia Gens,work,1
Licinii,pers,1
Libya,work,1
Libys,pers,1
Liternum,work,1
Liv.,scope,1
Livia,loc,1
Liparian,pers,1
Lucius Aurelius Cotta,pers,1
Lucanis,loc,1
Lucanis,pers,1
Lucca,pers,1
Lucerenses,pers,1
Luceres,pers,1
Lovers,pers,1
Basternae,work,1
Livius,work,1
Livius Postumius,pers,1
Livy (3,scope,1
Lucinus,pers,1
Lucius Albinus,pers,1
Lucius Anicius,pers,1
Lucius Antonius Saturninus,pers,1
Lucius Aurelius,pers,1
Arelate,loc,1
Areopagites,work,1
Archæologia,work,1
Arcturus,pers,1
Archidamus III,pers,1
Archidamus V.,pers,1
Archipelago,loc,1
Lokrians,pers,1
Loibethra,work,1
Loire,loc,1
Lokrian,pers,1
Aradus,pers,1
Ararat,loc,1
Araterion,loc,1
Ardeates,work,1
Areios,pers,1
Loosed,work,1
Loquutius,pers,1
Loreto,loc,1
Lous,pers,1
Lover,work,1
Lucius Saturninus,pers,1
Lucius Scipio,pers,1
Lucius Sergius,pers,1
Happy,work,1
Haran,work,1
Harmonia,loc,1
Harp,work,1
Harpagus,pers,1
Hamilcar Barcas,pers,1
Hamlet,pers,1
Lower,work,1
H.N._,work,1
"H.N._ 33,",work,1
Haruspicum,pers,1
Hawk,work,1
Heads,work,1
Healer,work,1
Heaven,pers,1
Hebrews,loc,1
Bardyæi,pers,1
Basilica Pauli,work,1
Bantia,loc,1
Barbary,loc,1
Hagnon of,pers,1
Gythium,pers,1
H. Meyer,pers,1
H.N,work,1
Lyceum,loc,1
Lusitania,pers,1
Lusitanians,loc,1
Lusitanians,pers,1
Lustra Romana,work,1
Lupercalia,pers,1
Luperci,pers,1
Lupercus,pers,1
Lucius Cornificius,pers,1
Lucius Crassus,pers,1
Lucius Domitius Germanicus,pers,1
Luxu,work,1
Ly,pers,1
Lybis,pers,1
Lycaonia,pers,1
Lycaonians,loc,1
Lucius Rufus,pers,1
Lucius Gellius,pers,1
Lucius Junius,pers,1
Lucius Licinius,pers,1
Lucius Licinius Murena,pers,1
Lucius Lollius,pers,1
Lucius Bacillus,pers,1
Lucius Cinna,pers,1
Lucius Sextius,pers,1
Lucius Sulla,pers,1
Lucius Terentius,pers,1
Lucius Valerius Flaccus,pers,1
Lucius Octavius,pers,1
Lucius Paullus,pers,1
Lucius Quintus,pers,1
Lucius Roscius Otho,pers,1
Lykurgids,pers,1
Lykurgus,work,1
Lydian,pers,1
Lydians,pers,1
Lykaeum,loc,1
Lykaion,pers,1
Lykia,loc,1
Lykia,pers,1
Aratus',pers,1
Lusitani,work,1
Lucullean,pers,1
Luculli,work,1
Lucullus.,pers,1
Ludus Trojanus,pers,1
Lykæum,loc,1
Lyons,loc,1
Arcathias,pers,1
Arcathias,work,1
Arcesilaus,pers,1
Arbil,loc,1
Araterion,pers,1
Arateum,loc,1
Arateum,work,1
Aratus,loc,1
Lupus,pers,1
Luscus,pers,1
Aquillius Gallius,pers,1
Apsus,loc,1
Apsus,work,1
Aptera,pers,1
Apulia,pers,1
Arcadians,pers,1
Lycian,work,1
Lycurgus,pers,1
Lycus,loc,1
M. Acilius Glabrio,pers,1
M. Antoninus,pers,1
M. Brutus,pers,1
M. Cæsonius,pers,1
M. Helvius,pers,1
Babyca,pers,1
Babylonian,loc,1
Babylonians,loc,1
Basilicata,loc,1
Basillus,pers,1
Basque,work,1
Bastarnæ,work,1
Basternae,pers,1
Hainault,pers,1
Haje,work,1
Half-God,work,1
Hades,pers,1
Hadrian,pers,1
Haemon,pers,1
Haemus,loc,1
Bacon,pers,1
Grythium,loc,1
Græcia,pers,1
Græcinus,pers,1
Græv.,work,1
Halicarnassus,work,1
Halikarnassus,work,1
Hagnus,pers,1
Hainault,loc,1
Lysandreia,pers,1
Lysandreia,work,1
Lysandrian,work,1
Madden,pers,1
Maedike,pers,1
Magas,pers,1
Magius,pers,1
Macra,pers,1
Aquæ,pers,1
Aquæ Sulis,work,1
Aquila,pers,1
Aquilius Gallus,pers,1
Aquillii,pers,1
Lyra,pers,1
Lysanders,pers,1
Lysandor,pers,1
Appian,loc,1
Apollonias,loc,1
Arabia,pers,1
Arabians,loc,1
Arabs,loc,1
Arachosia,pers,1
Aquinum,loc,1
Aquinum,pers,1
M. Lepidus,pers,1
Lænus Flaccus,pers,1
Lærtes,pers,1
Lærtius,pers,1
Lævinuses,pers,1
M.,work,1
Lysanorides,pers,1
Appia,work,1
Grote,work,1
Gruber,pers,1
M. Valerius,pers,1
Maas,loc,1
Maas,work,1
Malkitas,pers,1
Malle,work,1
Mamercii,pers,1
Gyarta,pers,1
Gylippus,work,1
Gymnopaedia,work,1
Guadalaviar,work,1
Guadalquiver,work,1
Guadalquivir,loc,1
Guadiana,work,1
Guarini,pers,1
Gortynians,loc,1
Gymnosophists,pers,1
Gymnosophistæ,pers,1
Gynæceia,loc,1
Gynæceia,work,1
Gyrisoeni,pers,1
Gythium,loc,1
Gyarta,loc,1
Macedonicus,loc,1
M. Rufus,pers,1
M. Titius,pers,1
Bawling,pers,1
Bearded,work,1
Gorgons,pers,1
Gorpiaeus,pers,1
Gortyna,pers,1
Appia,loc,1
Malaca,pers,1
Magnesians,pers,1
Magnus Pompeius,pers,1
Mago,loc,1
Magæus,pers,1
Manlii,work,1
Manlius Maximus,pers,1
April,loc,1
April,work,1
Appii,work,1
Appius     Claudius,pers,1
Appius Claudius Pulcher,pers,1
Aponius,pers,1
Apothetæ,loc,1
Appendix,work,1
Aphetai,loc,1
Aous,pers,1
Ap.,pers,1
Apame,pers,1
Apamea,pers,1
Apellas,pers,1
Appius Clausus,pers,1
Appuleius Saturninus,pers,1
Mamercinus,pers,1
Malach,pers,1
Malcolm,pers,1
Malek,pers,1
Malian,pers,1
Maimakterion,pers,1
Major,pers,1
Makrae,pers,1
Antistius Vetus,pers,1
Antitaurus,pers,1
Aphytæ,loc,1
Aphytæ,work,1
Apis,pers,1
"Apis,",pers,1
Apollinares,pers,1
Aphidnæ,pers,1
Marcus Appius,pers,1
Marcus Atilius,pers,1
Marcian,pers,1
Marcii,work,1
Marcius Censorinus,pers,1
March,loc,1
Antiquity,pers,1
Antistius Veius,pers,1
Mandyria,loc,1
Mangles,pers,1
Mamertini,pers,1
Mamertini,work,1
Mandonium,loc,1
Mandonium,pers,1
Marcus Aemilius,pers,1
Marcus Agrippa,pers,1
Manius Aquilius,pers,1
Manius Curius Dentatus,pers,1
Manius Glabrio.,pers,1
Mandrokleides,pers,1
Mandubii,work,1
Manduria,loc,1
Manduria,work,1
Mandurium,loc,1
Bauli,loc,1
Apemantes,pers,1
Apennines,loc,1
Aperantia,loc,1
Marcia Gens,work,1
Map,work,1
Marais Pontins,work,1
Marbles,work,1
Bell,pers,1
Bell,work,1
Bell.,pers,1
Bedriacum,pers,1
Belaeus,pers,1
Belbina,pers,1
Belejik,work,1
Belgica,loc,1
Granicus,work,1
Bardiæi,pers,1
Balte,pers,1
Bambyce,loc,1
Banquet,work,1
Belias,pers,1
Belitaras,pers,1
Belitaris,pers,1
Aphredisium,pers,1
Aphrodite,loc,1
Gronovius,pers,1
Granius Petro,pers,1
Gratidius,pers,1
Graces,pers,1
Graces,work,1
Graecinus,pers,1
Marshes,work,1
Marius Gratidianus,pers,1
Marmarica,loc,1
Marmaridæ,pers,1
Marmora,loc,1
Marne,work,1
Marii,pers,1
Maritima,pers,1
Marcus Livius,pers,1
Marcus Manlius,pers,1
Marcus Marcellus,pers,1
Marcus Baebius,pers,1
Marcus Cotta,pers,1
Marcus Furius,pers,1
Marseilles,pers,1
Marsh,pers,1
Marcus Pupius,pers,1
Marcus Salvius,pers,1
Marcus Silanus,pers,1
Marcus Teius,pers,1
Marcus Horatius,pers,1
Marcus Insteius,pers,1
Marcus Junius,pers,1
Marcus Lepidus,pers,1
Marcell.,pers,1
Marcella,pers,1
Marcus Tullius,pers,1
Marcus Varius,pers,1
Marcus Vipsanius,pers,1
Marcus Æmilius,pers,1
Marcus Æmilius Lepidus,pers,1
Mardion,pers,1
Matuta,work,1
Mauricus,pers,1
Maximi,pers,1
May,loc,1
May,pers,1
Master,pers,1
Matapan,pers,1
Mathematicos,pers,1
Mardus,pers,1
Margian,pers,1
Margiana,loc,1
Margites,pers,1
Margites.,pers,1
Margus,loc,1
Marian,pers,1
Matthiæ,pers,1
Antonii,work,1
Antonious,pers,1
Antonius Creticus,pers,1
Antonius Felix,pers,1
Antony and,work,1
Antitaurus,work,1
Antium,work,1
Marius,work,1
Maritza,work,1
Antiocheia,loc,1
Antigoneia,pers,1
Antigonus,loc,1
Anxur,loc,1
Anytus',pers,1
Anäitis,pers,1
Aollius,pers,1
Martius,loc,1
Martius,pers,1
Mary,pers,1
Megabocchus,pers,1
Megaboccus,pers,1
Megalesia,pers,1
Megaleus,pers,1
Mediterranean,loc,1
God,work,1
Goddess,work,1
Goddess',work,1
Goettling,pers,1
Greece,pers,1
Gregory XIII.,pers,1
Gripus,pers,1
Gronov,pers,1
Gordium,loc,1
Gordium,pers,1
Gordyene,work,1
"Gomphi,",pers,1
Good Counsel,work,1
Good Luck,work,1
Goats' Marsh,work,1
God,pers,1
Matronalia,work,1
Matt.,work,1
Masabates,work,1
Massalia,pers,1
Gorgias,work,1
Gorgon,work,1
Goodluck,pers,1
Gordian,pers,1
Mellaria,pers,1
Melleirenes,pers,1
Melians,pers,1
Meliboea,pers,1
Melibœa,loc,1
Melas,loc,1
Anicius,pers,1
Androkleon,pers,1
Antiocha,pers,1
Mediolanum,work,1
May,work,1
Mayer,pers,1
Mede.,loc,1
Melite.,loc,1
Melité,loc,1
Mellaria,loc,1
Antemna,loc,1
Antiquities,pers,1
Antiocheia.,pers,1
Antiochia,loc,1
Antiochis,loc,1
Antiope,loc,1
Antilibanus,pers,1
Antilochus,pers,1
Megabates,pers,1
Megabates,work,1
Media,pers,1
Medimnus,work,1
Anno,pers,1
Ant.,work,1
Antaeus,pers,1
Antakia,loc,1
Girondins,work,1
Gerusia,work,1
"Geschichte Roms_,",work,1
Geshichte Roms,work,1
Getæ,pers,1
Antigenidas,pers,1
Antigenides,pers,1
Antigone,loc,1
Gnossus,work,1
Goat,pers,1
Goat's Rivers,work,1
Glabrio,work,1
Glory,pers,1
Ghuznee,loc,1
Giants,work,1
Gibson,pers,1
Gellius Publicola,pers,1
Gelo,pers,1
Gelæ,work,1
Gemellus,pers,1
Gemicius,pers,1
Gnathaina,pers,1
Gnathæna,pers,1
Gnatius,pers,1
Andromache,work,1
Anticatones,work,1
Antient,loc,1
Belus,pers,1
Belæus,pers,1
Bema,work,1
Benefactor,work,1
Genucius,pers,1
Mestrius,pers,1
Messapians,loc,1
Mercedinus,pers,1
Mercedonius,pers,1
Merenda,pers,1
Meriones,pers,1
Anaxilas,pers,1
Anaphlystian,work,1
Memoirs',work,1
Menageries,work,1
Memmius Gemellus,pers,1
Memmius Gemillus,pers,1
Memoir,work,1
Messenia,pers,1
Messenian,loc,1
Messenians,loc,1
Megapolis,loc,1
Megarians,pers,1
Menestheos,pers,1
Menesthes,pers,1
Meninx,loc,1
Mendes,loc,1
Mendes,pers,1
Mendesian,pers,1
Antigonea,pers,1
Anthesteria,work,1
Anthesterion,work,1
Antho,pers,1
"Antho,",pers,1
Antiates,work,1
Antemna,pers,1
Anthedon,loc,1
Bible,work,1
Berenikis,pers,1
Bernhardy,pers,1
Beroea,loc,1
Beroea,pers,1
Berytus,loc,1
Annii_,work,1
Annius,work,1
Bede,pers,1
Basternæ,work,1
Bath,loc,1
Batiates,pers,1
Battiadæ,work,1
Berytus,pers,1
Besieger,work,1
Bettius,pers,1
Geomori,pers,1
George Montague,pers,1
Gephyra,loc,1
Gephyrists,pers,1
Genapum,work,1
Genesis,pers,1
Genoa,loc,1
Gens,work,1
Anaphlystus,pers,1
Anapus,pers,1
Anapus,work,1
Anas,work,1
Anatha,loc,1
Annibas,pers,1
Geog.,work,1
Geographical Journal,work,1
Miltas,work,1
Millea,loc,1
Milo,scope,1
Milo,work,1
Milo De Vi,pers,1
Milesian,work,1
Milesians,pers,1
Milestone,work,1
Metelli,work,1
Metellus Creticus,pers,1
Metageitnion,work,1
Metamorph,work,1
Metamorphoses,work,1
Metaphys,work,1
Metaphysics,pers,1
Metapontum,loc,1
Menækeus,pers,1
Menœtius,pers,1
Metullus,pers,1
Michelet,pers,1
Metellus Numidicus,pers,1
Methydrium,loc,1
Methydrium,pers,1
Metapontum,pers,1
Annius Luscus,pers,1
Anio,pers,1
Annah,loc,1
Andros,loc,1
Anecdotes,work,1
Menoekeus,pers,1
Menogenes,pers,1
Mentor,pers,1
Germans,pers,1
Ancient,loc,1
Anaxagorus,pers,1
Anaxidamos,pers,1
Miletopolitis,pers,1
Mieza,loc,1
Mieza,pers,1
Milesian,loc,1
Gaugamela,loc,1
Gaugamela,pers,1
Gaule,work,1
Ganymedes,pers,1
Garganus,loc,1
Garigliano,pers,1
Garrulity,work,1
Gerba,loc,1
Gades,work,1
Gegania,loc,1
Gegania,pers,1
Gela,pers,1
Gell.,pers,1
Gaza,work,1
